Comment;Negative;Neutral;Positive
Demacrooks…;0.10773995;0.78773737;0.10452266
Canadians for Trump 2024!;0.012331319;0.28000596;0.7076627
70 percent of Americans dont want to see trump or biden on the ticket.. the illusion of choice.;0.78422713;0.20086506;0.014907789
Very ironic that Trump should be criticising Haley that for appearing on stage thinking she had won the Iowa and NH primaries (of course she never said so during her speeches) when he himself openly claimed (and stil claims) that he won the 2020 Presidential election that he lost the electoral vote by 306 to 232.;0.65507895;0.3259483;0.018972797
Nikki Haley why don't you run as an independent and get Chris Christie is your vice president.;0.4699839;0.5059443;0.024071814
I'd never vote for Nikki Haley. I'm only voting for Trump.;0.8270206;0.15531406;0.017665405
How can such a small non contributing to the economy state like nh make such a difference in elections?😂;0.7066591;0.27641264;0.01692826
We all already know Trump is winning. People can just stop running.;0.21858525;0.53809625;0.24331851
Trump 2024🎉  USA 🇺🇸;0.0029087313;0.036547657;0.96054363
thing is ... she's still far ahead of him BECAUSE SHE'S NOT THE FELONY CRIMINAL DEFENDANT WHO'S OUT ON BAIL FACING PRISON;0.2678772;0.62445796;0.107664794
Crazy;0.14432731;0.47271642;0.3829563
"Trump: ""Nikki Haley won so much, she's gonna' be my next Ambassador to Cuuubaaa - Resident.""";0.010631419;0.110040225;0.87932837
"IT WAS RIGGED !!! ITS FAKE!!! THE RESULTS ARE FAKE!!! ITS A HOAX!!! THEY'RE OUT TO GET US!!! IT WAS STOLEN!!! 
😂😂😂💙🇺🇸💙";0.8742832;0.1036883;0.022028547
❤ Trump!!! Trump 2024!!;0.0034499452;0.020776015;0.975774
we love you;0.009537996;0.07098952;0.9194725
Trump he is winning;0.014295275;0.10752642;0.87817824
No more RHINOS, NIKKI HAS TO GO!;0.8161043;0.15943989;0.0244558
I am black, who am I supposed to vote for then, the racists? I have no other option than Biden.;0.8298904;0.16043183;0.009677811
Trump clearly lost Independents in NH which he needs to win in a general election as no one motivates Democrats to vote in massive numbers more than Trump. 66% of Haley voters said they will not vote for Trump in a general election. It's not shaping up to be a victory in the general election, look at the stats. Glad you all happy and excited to vote for the guy who can't win the general election.;0.70007175;0.2603119;0.039616395
Hurry up, President Trump, Tim Scott, needs to get back to his, “girlfriend “;0.4092172;0.51413405;0.076648705
Haley was helped by independent voters who lean Democrat in NH - plus - 4,000 Democrats who switched their party affilation to vote in the primary. They almost certainly all voted against Trump. And she still lost by double digits!;0.19634344;0.4560053;0.34765118
This news is completely irrelevant, since the convicted, sex offender and fail, insurrectionist ex-president will soon be bankrupted, convicted, and incarcerated, and the Republicans will again lose a presidential election, no matter who they place on the ballot… despite the tacit endorsement of Forbes…;0.9201558;0.07358207;0.006262052
It’s in the news that 89 % republicans went for Trump, undeclared made up most of Nikis loss.;0.37028217;0.5921155;0.03760235
To paraphrase Chris Crispy Creme, Evil Nikki is going to get SMOKED in South Carolina!;0.70404994;0.2350519;0.06089816
Even with the democrats helping her  (👎🏽) she lost by double digits;0.9024517;0.09054903;0.0069993143
Every time I hear these freaking traitors, chant USA. My stomach turns this is crazy. How are you chanting  USA when you're trying to overthrow the USA;0.94664943;0.046593823;0.006756777
Wait! He's telling Haley to stop acting like she won??? That's rich!;0.081122234;0.3142877;0.60459006
Every where India included left corrupt have to go;0.82053655;0.16986962;0.009593812
America being destroyed and that’s more important than Haley !  She’s a showboat hack for socialist dems and donors  . Florida 😎 Trump ! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸;0.7627541;0.16176747;0.07547842
His village  called they don't want him back.;0.86344224;0.12894213;0.0076156585
"He's SO UPSET she didn't concede and kiss his ring like ALL THE OTHER LOSERS DO. IF ANYONE KNOWS ABOUT BULLSHIT, ""HE DOES!"" THAT'S ALL HE SPEWS ! ASK ANY OF HIS WIVES, OR EX  BUSINESS PARTNERS. 😂😂😂😂😂😂😂";0.92843646;0.06165961;0.009903967
GO TRUMMMMP;0.06824329;0.45941305;0.47234365
درود برسانم نیکی هلی پیراهن یقه اسگی زیبا تر میشود 🎉;0.061217714;0.5254317;0.4133506
Haha trump sure knows how to smack talk. Ouchies for Nikki;0.5183395;0.33695242;0.14470811
CONGRATULATIONS to the next PRESIDENT of the UNITED STATES: DONALD J. TRUMP!  Astonishing victory!😃;0.0036453872;0.009488969;0.9868657
Narcissistic and mean- spirited.Where are the policies?;0.90086347;0.09286743;0.006269123
I love Trump just collecting his cabinet along the way.;0.012948688;0.045659453;0.9413918
Trump for sure 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤ from Africa Nigeria;0.0026737421;0.010662294;0.98666394
Trump/Putin 2024;0.14019358;0.6559188;0.20388772
Revelations is happening.  Satan has risen;0.8620116;0.1243896;0.01359883
Seems Trump's problem is that about 45% of Republicans don't like him. So, just like last time he wins the GOP nomination, if his legal or age troubles allow for it, and still can't win the general election. because 100% of Democrats and half the independents won't vote for him either. The GOP needs a candidate that get's virtually all the GOP voters and more than half of the independents.;0.8690775;0.12274922;0.008173279
"Nikki Hayley is that old chick that thinks she looks as good as she did at 20 
Delulu all the way";0.26346245;0.5205696;0.21596791
As a Indian, I urge Haley to please give up and don't embarass us.;0.6743568;0.3011778;0.024465334
I like how the clip started after the unhinged part where Trump struggled to breathe and rambled almost incoherently about Haley and her dress. Well, you reap what you sow. I just don’t want to reap what you sow.;0.8154175;0.16841027;0.016172139
Oohhh baby;0.039497595;0.19346173;0.7670406
Yea trump 🎉;0.006524602;0.05767591;0.93579954
If trump barely makes it over 50% in a primary , he’ll get roasted in a general;0.85104;0.13857377;0.010386241
Nikki is a closeted liberal...MAGA;0.6487928;0.3179902;0.033216998
THE ELECTION IS RIGGED!!!!  NIKKI HALEY WAS ROBBED!!! LOL;0.75041515;0.19928749;0.050297316
The world is watching president Trump. Love from Portugal!!!!!;0.0029882255;0.015963877;0.98104787
Haley: I won!!! How do i know that? As an accountant i know how to fidge up numbers real good baby and i know the election numbers just need my woman accountant's touch. Hehe.;0.017157355;0.10335629;0.8794864
Republicans....let us think again. Do you want trump who has very little to no respect at all for rule of law, democracy and peace to lead the great america? Trump is also signalling a dictatorial leadership style...its scary......so law abiding republicans do not let trump take the party on a roller coaster ride journey through 90 plus legal charges....vote responsibly.;0.8011343;0.18289652;0.01596921
Сегодня говорить о выборах и ждать перемен это наивно.  Им нужна обезьяна, которая скажет мы будем и финансировать деньгами и оружием, поскольку Израиль имеет прво на самообору. Это актеры, которым отведена роль популизма лишеноного каких либо действий. Посмотрите на клоуна с бензопилой в Аргентине.;0.09097265;0.8083809;0.10064646
Lmao, Forbes Breaking News is a joke. Trump's win was an EPIC FAILURE;0.8746242;0.096323095;0.029052764
Gettm boss hog 🎉😂;0.0039670398;0.052407462;0.9436255
Hey dumpy.yiu lost big time.i know the numbers.dt again. You lost u lost  u lost. U lost.;0.9189712;0.07115643;0.0098723965
Blacks for Trump! 2024!;0.015887385;0.31588128;0.6682313
47th Incoming.;0.013234875;0.9056631;0.081101984
Damn trump destroying republican party 😂 it might be the end for them;0.92943376;0.061304435;0.009261872
Big donors will not allow her to drop out. Puppet.;0.71699864;0.2671477;0.015853656
I don’t get angry. I get even;0.41668665;0.52704716;0.056266207
Out okok;0.06461857;0.7339565;0.2014249
"""The woman with the fancy dress?"" says the guy with the stinky diapers?";0.39495668;0.56368375;0.041359525
Nikki Haley is a flip flopper and that is a fact;0.87805885;0.10776854;0.014172631
Thanks.be to God. ❤❤❤ congrats;0.004330569;0.010568778;0.9851007
American people know who nickie is lol;0.059478894;0.75975;0.18077108
The irony and delusional of Trump calling out Haley for taking a victory lap, while on the same speech, still claiming he's won 2020. And his disciples too clueless to notice.;0.82362103;0.15622124;0.020157686
Trump got 11 Delegates, Haley got 8 Delegates. Trump's Lies and Crimes costing him Thousands of Concerned GOP Voters. Lock him Up! Vote Haley!;0.84271115;0.14247882;0.0148100685
"As for Trump, he should be ashamed of himself for acting like a poor sport in criticizing Nikki Haley for staying on in the Republican nomination race.

That poor sportsmanship shows why Trump is not fit to be President.";0.8862681;0.10533037;0.008401458
This is fantastic news to see our real President Trump being presidential and fully in control. Good luck America, you know Donald Trump is the one and only one to Make America Great Again.;0.0031417543;0.011409943;0.9854483
Trump 2024!!!;0.013063234;0.102566026;0.8843707
If joe Biden can’t win the military industrial complex  and the democrats with settle for Nikki Haley  she part of the  same circle  she sings from the same him  sheet/song  she gw bush in lips and heal s she part of the  Democrat/rep war monging   Establishment;0.8442874;0.14678495;0.008927667
All illegal immigrants will be voting against Trump because comunists (DemoRats) use to provide fake id registrations for voting.;0.7166849;0.26437473;0.01894033
Nikki, you never stood a chance against Trump;0.86350816;0.11595025;0.020541597
Trump is the evil Putin's only hope he can't wait for Trump to become president again he knows Trump will help to make Russia 🇷🇺 great again 🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺💙💙;0.5928051;0.26241454;0.14478041
"#MAGA
LETS GO BRANDON!";0.006369072;0.062103737;0.93152714
She is losing in her own State S.carolina;0.7943619;0.19460864;0.011029437
He should do a show comedy act in Vegas;0.0922399;0.79785067;0.10990943
Go Trump! Woooooooooooo;0.0055234903;0.03186978;0.96260667
I have to admit, US politics is a lot more fun with Trump! And look at him, so much more energetic than sleepy joe 😂;0.008291642;0.029163254;0.96254516
Kikki Haley is a puppet of the WEF inside the republican party 😮;0.7760964;0.21094587;0.012957651
Soon, all of them will be kissing his fat behind to get employed if indeed his wins.... the world minus Hungary, North Korea, and Putin. Will be very concerned for the future of America .;0.8505118;0.13344027;0.016047914
lets hope supreme court makes sure that Trump cant run, because if he can and should win we will end up in third world war, and it might be the end to everything. If you dont belive me all you need to do is to check what are Russia doing if they win in Ukraine, then they are aiming for Poland and that is a NATO country.;0.68702495;0.2827767;0.03019831
Haley was funded by billionaire Democrat donors in the NH primary. Haley received 70% of her votes from Democrats. Haley will never drop out even after she loses her home state of SC. Haley knows the fix is in and she'll become the nominee just as Hillary Rodham Clinton did. Haley is the chosen one by the military industrial complex. If no one believes this, ask Alexander Soros why he insinuated on X  that he would pay to have Trump taken out. The tweet was removed yesterday due to threatened violence.;0.1172381;0.63670313;0.24605875
Tim Scott is the worst looser;0.9461034;0.045120467;0.008776066
"""I don't get angry, I get even"". Trump I'm holding you to your word!";0.36645216;0.4879392;0.14560854
Yeah Insurrectionist, you think your winning.  Keep losing those court battles and you'll be iff the ticket in more states.  DONT VOTE FOR THE CON;0.8974552;0.090432726;0.012112087
I love this guy😊;0.0054069534;0.012047165;0.98254585
"We need a Mr. Trump in Western Europe! ...A true American patriot and for Western values!
...... Current statistics: If Hungary takes in 1 refugee, Austria takes in 2,000. So 2000 times more. There is an outcry among the Austrian population. There is a Commissioner for Migration/Home Affairs in the EU Parliament named Ylva Johansson, but what use is she? -> Former communist: In the 1988 parliamentary elections, Johansson was elected as a member of the Swedish Riksdag for the Left Party – Communists (VPK). She later left the party and joined the Social Democrats. .... Her hobby is knitting. ……. 
GENEVA 14 Sep 2023  EU Home Affairs Commissioner Ylva Johansson was filmed knitting during EU Commission President Ursula von der Leyen's annual State of the Union address, making headlines.";0.042274322;0.6178537;0.33987197
"Dont believe all the democrats voted for Haley cause they are tired of Biden and they THINK she woild have provided change but she didnt win she LOST.  

Winners are not allowed to let losers tell lies.";0.89307797;0.09786998;0.009052009
Good let Trump win so we can vote against him again in 2024 then maybe this fool will go away;0.43510276;0.36833948;0.19655782
Whose side is Forbes on?;0.05100963;0.9148851;0.034105234
"Tim ""Sambo"" Scott.";0.06324272;0.8442779;0.09247939
Tim Scott is always Channeling his inner Amos&Andy.;0.22221993;0.6756454;0.1021347
By staying in the race Hayley is a traitor to her party and worse still to the American people!;0.925209;0.0685564;0.0062347045
It’s cute but he’s still gonna lose;0.7148698;0.251065;0.034065228
Hooray for Trump! 🎉🎉 Australia needs a Trump!;0.0027723305;0.01276934;0.9844583
Trump 2024 !!!;0.014321388;0.13393763;0.851741
Just like you in the last election, you didn't win, Joe Biden did!  Bahahahahahahaha;0.8521857;0.123017244;0.024797063
🐤🧠;0.063934;0.8416431;0.094422944
Doesn’t matter how hard he do and how much we love him but the end he may not win because the Democrats they steal the ballots again it sad for our country because China behind.  He won the people but he can’t win the evils;0.7742097;0.1782941;0.047496293
3 party system, self sufficient, needy and greedy. The gloves need to come off, Trump will do that for the builders and the destroyers are terrified.;0.8254487;0.15520266;0.019348685
Nikki hillary thinks she won 😂😂😂😂😂😂;0.44299605;0.4271687;0.12983525
Nikki should run for the queen of davos or england or the united nations.;0.045015648;0.8089421;0.1460422
Trump is the only one who can save America;0.05875338;0.22327824;0.71796834
She won the on truthfulness;0.024461927;0.32339877;0.65213937
Shes a well known warmonger;0.7124084;0.26928148;0.018310038
Con man dtrump,   mob man;0.80533594;0.17536277;0.019301282
Are the de.s also doin elections now?;0.04452035;0.9331767;0.022302955
Bill Stepien, Trump’s own campaign manager testified under oath that DT’s claimed of election fraud are “neither honest nor professional.”;0.6980761;0.28944057;0.012483273
Ain't that the pot calling the kettle a crackhead;0.6185769;0.3579749;0.02344818
Don’t worry folks! Poor Nikki. 😔 She simply needs a lil time to practice her curtesy before she’s forced to surrender to her grand wizard in a day or two! 🤷‍♀️;0.6987587;0.27527428;0.025966974
It was like a drag race hey Haley you came in second 😂😂😂;0.12054543;0.5462597;0.3331949
1000th comment.;0.05488448;0.88600624;0.0591093
USA !  USA. !;0.045161765;0.42606;0.52877825
All I see is crazy Tim Scott.;0.6477971;0.30942124;0.042781617
Why is Hayley running for the Republicans, she is clearly an establishment socialist, very odd.;0.8320471;0.16097476;0.0069781938
SUPPOSEDLY HE DID NOT WIN EITHER.  BIDEN WON VIA WRITE IN ON BALLOT.....;0.7508494;0.22989291;0.019257596
Go Trump go;0.28579003;0.4854145;0.22879551
President Trump sounded petty and while he may be ahead now, but he is going to need a mix of voters who are not typical Trump voters.  Many women don’t like Trump because of this exact thing.  Following his comments both Kelly Ann Conway and Shawn Hannity said he missed an opportunity to run against Biden.  In fact, Trump elevated Gov Nikki by his rude and unnecessary comments.  I still am not convinced that the DNC will select Biden as their comment.  They always play the long game.  It is not inconceivable that at the last minute they will pick Michelle Obama “when they go low we go high”, and Trump will lose.  We cannot afford to have that happen!  I agree with Trump when he says if we lose, we are going to lose our country.  Every time he does great, he shoots himself in the foot.  Stop now!  Mr President, they HAVE weaponized the enforcement agencies and the courts, and the way you have been harassed throughout your presidency is abominable.  Don’t let them win now.  Be presidential!  Statesmen and Christians don’t act the way you did tonight.  This behavior is beneath you.  Thank you for being brave, for your fortitude in the face of overwhelming odds against you personally.  I am praying for you, your family, your safety.  Don’t blow it now.;0.79991275;0.18604265;0.014044576
He literally stormed you capitol and you vote for him. This is insane.;0.90406984;0.08572539;0.010204726
Delicious;0.0215599;0.0987891;0.879651
U know I’ve never beeen too political in my whole life but I hope the right wins everything this year . Trump 2024 . I’m all the way right and all the way trump for this country . Jesus commander he is .;0.02002457;0.09704524;0.88293016
Na na na na, na na na na, hey hey hey, goodbye.;0.112196855;0.70986927;0.1779339
Trump is a total nut job 😂;0.8655653;0.09867126;0.035763472
“me me me me me me me me”…. me me me me me” “I’m so great”… “me me me me me” … “did I mention I was great?” -Trump 😂;0.0072908383;0.0349988;0.9577104
Nikki Haley is a WAR HAWK! No war with Russia! Nikki Haley will allow open borders and she’s a liberal.;0.84306234;0.14164923;0.015288382
Good job Haley, you performed way better than expected.;0.006857291;0.017922493;0.9752202
Nikki's speech was like the team that came in second in the Super Bowl and then tried to run onto the field to collect the big trophy!;0.021899818;0.429073;0.54902714
"*TRUMP 2024* 

From the UK";0.030639172;0.7611967;0.20816413
В России, Великобритании, Испании и в США есть банды ФБР, которые отмывают деньги на продаже оружия и героина, и держат заложников для решения своих вопросов это Джордж Сорос, Дональд Трамп, Джо Байден, Герцог Йоркский, Герцог Эдинбургский, Лесли Грехем, сенаторы Менендес Грехем Тан, конгрессмены Раскин Сантос Ромни Рой, Папа Франциско, Патриарх Кирилл, Камала Харрис, Вивек Рамасвами, Клодин Гей, Джастин Трюдо, Нарендра Моди, Барак Обама, Марк Спенсер, Михаил Мишустин, Сергей Шойгу, Николай Патрушев, Сергей Нарышкин, Виктор Орбан, Андраш Силади, Отто Карас, Ларс Столпе, Ласло Шюте, Антонио Манрес, Вячеслав Володин, Сергей Лавров, Мария Лаврова, Сергей Шухман, Наум Валер, Тони Блер, Хуан Карлос Сепулькре, Хулио Сезар Аула, Педро Санчес, Александр Элина Николаевы, Михаил Вольф, Дмитрий Попов, Сергей Неронов, братья Аполлоновы, Андрей Аверин, Жиль Фужер, Цезарь Теруель, Борис Джонсон, Марина Шакбазян, Елена Дмитрий Светлана Осепчуговы, Дмитрий Шалыгин, Галина Нина Алексей Шарикян, Евгений Смирнов, Борис Кисуленко, Нина Фигурова, Лидия Бурдасова, Яна Беккер, Ахмед Мерзоев, Алексей Пивоваров, Александр Плучев, Татьяна Лазарева, Елена Большун, Людмила Павловская, Татьяна Аладьина, Карл Ренц, Парамаханса Вишвананда, Имран Кхан, Артур Сита, Джо Диспенза, Садхгуру, Экхарт Толле, Муджи, Гангаджи, Адьяшанти Руперт Спайра, Андрей Курпатов, Саламат Сарсекенов, Дмитрий Тюрин, Имрам, Тони Парсонс, Гегам, Даян, Дима Елистратов, Дассий, Пранава, Денис Дзен, Уэйн Ликермен, Шри Рави Шанкар, Шри Багаван, Пилот Баба, Нукуну Ларсен, Даниил Зуев, Сатья Дас, Марк Бартон, Михаил Лабковский, Виктория Степанова, Анетта Орлова, Алексей Ситников, Татьяна Черниговская, Вишнудевананда, Джефф Фостер, Павел Логинов, Михаил Ольга Зайцевы, братья Ротенберг, Алиса Ротенберг, Александр Куликов, Владимир Попов, Алексей Владовский, Алексей Меркулов, Светлана Цивлева, Светлана Ситникова, Дарья Кабулова, Игорь Липсиц, Ольга Романова, Мария Романова, Павел Астахов, Михаил Пиотровский, Николай Цицкаридзе, Михаил Ходорковский, Екатерина Шульман, Владимир Зеленский, Дмитрий Кулеба, Михаил Подоляк, Михаил Барышников, Алексей Ирина Ипатовы, Ольга Мелехина, Ольга Суворова, Евгений Георгиевич Суворов, Кристофер Рей , Георгия Мелони, Эмануэль Макрон, Владимир Путин, Людмила Путина, Екатерина Тихонова, Мария Воронцова, Дмитрий Песков, Татьяна Навка, Бенжамин Нетоньяху, Александр Лукашенко, Мари Ле Пен, Анналена Байербок, Риши Сунак, Капел Феррер, Кир Стамер, Валерий Герасимов, Илон Маск, Михаил Опарин, Александра Пивоварова,  Брахану, Дмитрий Медведев, Валентина Матвиенко, Виктор Садовничий, Хибла Герзмава, Валерий Гергиев, Андрей Сидерский, Наталья Бондарчук, Александр Ширвиндт, Наталья Ламанова, Ирина Политова, Ирина Енченко, Татьяна Исаева, Олег Тарасов, Ласло Холл, Геза Диоши, Андрей Беспалов, Андрей Масло, Олег Даров, Елена Татьяна Брежневы, Татьяна Успенская, Николай Бурляев, Никита Казаньев, Тамара Казаньева, Кирилл Овчинников, Виктория Крейшман, Марк Урнов, Наталья Новожилова, Елена Рукавишникова, Наталья Рукавишникова, Елена Славина, Владимир Стрельцов, Надежда Харитонова, Вера Харитонова.;0.076256394;0.8449452;0.07879842
#Trump2024;0.057715487;0.7084761;0.23380838
And republicans are proud of this?;0.69540143;0.276543;0.028055618
Guess it’s good news for CNN viewership;0.038312364;0.36856788;0.59311974
Nicki drinkin Dat Boe Jiden juice 🥤 🤪;0.061909556;0.7316047;0.20648576
Mean tweets > Biden wars;0.5738679;0.39233422;0.03379786
All I can think 🤔 of is Oh Tim Tim  Tim damn Tim  how can you Tim, Et tu Brute. Don't take it to hard Nikki.;0.525286;0.41314986;0.06156411
Trump is not fit for office;0.8456867;0.12959185;0.02472141
Biggest lier in recent history;0.8595633;0.11911367;0.021323057
"What you doing !!! ""Nothing , nothing , just hanging around""😂😂";0.34648162;0.54276305;0.1107554
A fish rots from the head down.  Thanks to Nikki Haley on Boeing’s Board of Directors for approving the last CEO’s golden parachute. Sadly, 300+ passengers and 2 sets of crew had no parachutes whatsoever and paid for the CEO’s golden parachute with their lives.;0.68153226;0.25927526;0.05919246
Drumpf LOST to Clinton in 2016 by 2200 votes and lost to Biden by 59k votes in 2020! He LIES!!;0.89276826;0.09088949;0.01634222
What a Lunatic!!!;0.885794;0.09392422;0.020281827
New government regulations introduced last year will allow Israel to sell more weapons to a greater range of countries without licences – and so, with less oversight. It pays: Israeli weapon export figures have doubled over the past decade, totalling $12.5bn last year.;0.0180951;0.4554221;0.5264828
He sounds so scared haha;0.5698391;0.35386208;0.07629874
Trump will be the first 2 year old to go to an adult prison.;0.71904033;0.2648323;0.016127355
Wasn't my kind of person before 2020. A lot changed.;0.8217482;0.16680487;0.011446912
"The key to saving our democracy and combatting the Putin/Trump plot to render America impotent is to help people see that Trump is not the victim of anti-American, left-wing persecution, but rather the American people are the victims of his lies, corruption and cheating in his seeking to take power and destroy our constitutionally guided laws, rights, principles and system of checks and balances in order to hold absolute power as a puppet of Putin, who will feel free to overrun our allies and us. 
Pray that those who are well intended, but duped by Trump, will wake up to reality and help save our country. Trump is evil!
There is no question that he is the enemy of all Americans.";0.71983635;0.24672924;0.033434324
Watch your words, talk about your plans to get us back top. Don’t act like a democrat, stop with the rhetoric, you are better than that!!;0.4256443;0.43019637;0.14415933
I see what Nikki is doing! Trump trials are coming fast and hard! He’s going to be convicted in one of them, so the RNC will need a second pick!;0.38799468;0.48297042;0.12903488
Oh Trump can tell others they lost, but you can’t tell him ,he lost in 2020.;0.7927306;0.19189876;0.015370669
Think about it: Trump got 74 million and Biden got 81 million votes in 2020. We know how it was when Trump was president, and that’s why he lost! I don’t see a path for winning the 2024 election!;0.8423688;0.14323433;0.014396984
A Vote for Trump is a Vote for Biden;0.22093105;0.7012113;0.07785765
Despite all the attempts from established and the media to destroy him, he is still prevailing.;0.17797183;0.5283923;0.29363587
nobody seems to have noticed Nikki Haleys audience during her speech sounded like they were bought and paid for their applause.  You can practically feel them looking around at each other so they can coordinate their applause at the same time.;0.3227552;0.5712068;0.10603798
I think they Cheated--- Didn't everyone see them stuffing voting boxes and didn't you all see bags and bags of ballots being brought in.  The only way they could win is by cheating.  They were taking Ballots from under the table is what people are saying!!  I'm sure we need a recount!!!  Even if you do a recount we will not trust it!! Even if you recount 3 times we will not trust it!!!;0.8892975;0.102918364;0.0077841575
Nikki should get that 2nd place is the 1st place loser! She can keep wasting that doner money all she wants and needs to wrap it up!;0.8790146;0.10773148;0.0132539915
"Whoever voted for Nikki just know you are the problem in the world today
(repost)";0.91708887;0.076500654;0.006410492
Hillary Haley lost because she knows she’s can’t win and she’s not going to be his VP either.😭;0.92794645;0.065692216;0.0063613234
Halley is not trustworthy. Why would she run against Trump when she knows she'll clearly lose? Because Dems and never trump reps support her with plenty of money. Anything to stop Trump or make it more difficult for him.;0.8642364;0.12501484;0.01074873
#Trump2024;0.057715487;0.7084761;0.23380838
🇺🇸TRUMP 2024👍🇺🇸;0.007283026;0.048936304;0.9437807
This proves the Dems are behind and funding haley her speech was awful and bizzare and her run in this race is futile;0.95238876;0.042829007;0.0047822776
This world needs trump.   To stabilise and repair the fractures;0.13781977;0.48166797;0.38051227
🇺🇸. GOOD FOR TRUMP FOR CALLING DOWN ON HAYLE.  HER SPEECH WAS DISGRACEFUL FOR THE STANDARDS OF THE TRUE REPUBLICAN PARTY.   IT IS EVIDENT WHY and  WHERE HALEY IS GETTING BIG DONATIONS AND SINCE SHE HAS NO LOYALTY OR INTEGRITY, SHE DOESN’T CARE.  🇺🇸;0.7732099;0.17844026;0.048349775
Congratulations to trump;0.0064640245;0.043428924;0.95010704
"This is what happens when you don't have a Monarchy; a Dictator!  He says he won - but if he'd lost, he'd say it was 'fixed'... Haley could say the same. Britain needs to rule America again! Clearly unable to rule itself allowing someone to stand accused of so much...  I’m so glad I don’t live in a Republic; what happened that January would never have happened with a Monarchy; a President has nobody to answer to – hence why they can do ridiculous things like pardon themselves. I would NEVER live in a Republic; God Save Our Great ad Queen!  The people voting for him talk of democracy; their giving it up if they but knew it, and the irony is; they’ll be the very first to squeal like babies when they eventually find out... I pity them.";0.84882474;0.13800558;0.013169655
Of course it wasn't a landslide victory, the corrupt democrat/permanent Washington plant has endless money backing. Isn't gonna stop the people though, yeah baby!!! 🇺🇲;0.68055254;0.2387069;0.080740556
That's my PRESIDENT !;0.008086768;0.055315148;0.93659806
The rapist would be on the floor if he said that about my mother or aunt' or sister.;0.92055804;0.0729554;0.006486602
"""I don't get angry, I get even""
I hope he does once he's elected again. He needs to get even with a whole bunch";0.5572322;0.36422792;0.07853983
Fake news 📰 fake news 🗞️ 😆😆😆;0.746022;0.23510537;0.018872593
USA ❤🎉;0.00264624;0.0153052015;0.9820486
I wonder how many Democrats voted for Trump???;0.33704594;0.633308;0.029645998
Nikki is a traitor to America;0.93062663;0.061558314;0.007815044
In fact democrats did a lot of dirty things in NH that should be investigated and he still won. So this election Republicans state by state must be vigilant with vote counting and make sure these incompetent clowns don't steal again;0.8688847;0.11948973;0.011625642
Trumpster Supreme wins in November if election isn't rigged again.;0.46148208;0.44842526;0.09009271
"No TRUMP LOST  big name, lots of media coverage shulda creamed any other candidate. ALL men bowed out kissed ring. Hailey  🎵 🎶 "" I'm still standing better than I ever did  feeling like a true survivor yeah yea yea""🎶 after all this time yeah yea yea. 🎶";0.20753676;0.53622574;0.2562375
"🇺🇸. Nikki Haley is absolutely horrible.   The campaign has exposed her narcissistic, self centered, greed for power at all cost  and  dumping Americans, America First and the Unity of the Republican Party.   Now, on abilities, she certainly is not presidential material.; therefore endangering America on the path of decline.   She should be grateful that Trump gave her a hand in his administration.   Nikki is a selfish opportunist and certainly not a  patriotic Republican.   🇺🇸";0.9169014;0.0720796;0.011018972
When Trump wins the primary, GOP will lose the elections..... most democrats would have voted for Trump in primary to make him win, so that Biden beats him in the elections.;0.33369645;0.57725924;0.08904433
Donald J Trump. 2024 make safe home land.;0.08631587;0.5532912;0.3603929
#winning;0.016403358;0.10457571;0.87902087
Trump Trump Trump 🗳👌;0.017530892;0.18293202;0.79953706
I'm English and absolutely rooting for DT.;0.005757282;0.053927805;0.94031495
"Trump 2024 ! More great news for the Trump train, haha. Can't wait till he gets back in office.
Nik from Australia";0.0029121689;0.011652931;0.9854349
The war monger hely can't win;0.8939381;0.096601784;0.009460092
Trump is so intimidated but haileys rise in popularity.. yes she lost but her base a every primary..at this rate it will be closer than maga can handle .. and when hes convicted its OVER;0.67277116;0.2912076;0.036021214
USA USA USA USA USA 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸;0.006971555;0.14633654;0.84669185
Us will have to do easy the immigrantion system for the work permits and Student Visas then the illegal immigrants flow will be low;0.28457326;0.67286366;0.042563096
Hail to Trump, America only wants Trump, no one can take Trump's place;0.0270492;0.13919665;0.8337541
CULT OF TRUMP;0.34905463;0.57561356;0.07533177
TRUMP IS A WINNER!!!!!!;0.008021485;0.026683664;0.96529484
MAKE AMERICA GREAT AGAIN 🇺🇸❤;0.0055965288;0.027577763;0.96682566
If Nikki truly came in only 10% less than Trump tonight in New Hampshire (54% vs Nikki 45%) WHERE DID ALL THE DESANTIS VOTES FOR TRUMP GO?  Trump true votes were 60% vs 40% Nikki.  Lots of rigging and cheating going on by NH Governor .  When will republicans stop being so naive?  No way did Nikki get 45%.;0.7423514;0.24299432;0.014654286
She got 45% when trump was the incumbent;0.23190236;0.69576275;0.07233492
Imagine having to cut a victory speech just because you didn't get completely shellacked lol. Nobody stood a chance against Trump;0.86122394;0.121458575;0.017317463
Nikki Haley is a Hilary Clinton Jr.;0.7757067;0.21161233;0.012681016
Some needs to tell her that second . Is just the first loser. Hahaha 😆 😂 😅. FJB and Trump 2024;0.54994524;0.33962548;0.1104293
