Comment;Sentiment;Confidence Score
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.";positive;0.9110777378082275
Nikki coming after you trump;positive;0.6960750222206116
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.";positive;0.9735572338104248
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.";positive;0.8182178735733032
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.";positive;0.9415143132209778
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.";positive;0.9848277568817139
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.";positive;0.9110777378082275
BH! Mazal Tov Sir!;negative;0.6683811545372009
Tim Scott, a true token foe trump.;negative;0.5399281978607178
"Nikki Haley has to know that the majority of the votes she got were
Democrats that voted for her!
She should do the right thing and get out, so Donald J Trump can  concentrate on defeating the corrupt Anti-American Democrat party!";negative;0.7680507302284241
Funny how Trump considers himself a winner, thinks the global warming is a hoax, and takes the USA out of the CDC... Shaking hands w Dictators...   and all along his supporters still can't see.......He's a Joke.....;negative;0.8729049563407898
"Majestic Heavenly Father God so Eternally Beautiful Magnificent Hallowed Be Thy Name Forevermore in the Name of King of Glory Jesus Your Only Son Eternally Radiant Matchless Splendors by the Power of the Holy Spirit.. for it's not by Might Nor by Power but by Your Spirit says The Lord..

We agree for President Donald J Trump and Melania and Baron and Eric and His family and Ivanka and Her Family and Don Jr to be protected vindicated exonerated and repositioned into the Office of President USA !";positive;0.9872581362724304
I cannot see how this will help the XYZ generation. I rather see TRUMP as Vice President....mmm;negative;0.9411789774894714
Democrats funded NH to split the Republican & Independent voters, so we will have 4 more years of Biden. We must unite and vote Trump 2024.🇺🇸;negative;0.5965450406074524
And Heley in her garage cheered by dems thinks that she won ..!;positive;0.7194550037384033
It's good to have a leader who can unit the whole world;positive;0.9313544631004333
Exactly….. Nikki is not a patriot!   She is part of the deep state!! Words count.  Media is part of the deep state.  Beware ❤;negative;0.8420577645301819
Good luck Trumpers. No candidate in history has ever won by insulting 40% of the voters in their own party. Can you say Barry Goldwater?  Hubert Humphrey? Jimmy Carter? Start making your November excuse up now.;negative;0.9631263613700867
Go Trump!;negative;0.6687824726104736
#Trump2024 😎🇺🇲❤️;positive;0.6403310298919678
I see in a few comments that Dems voted for Haley. How does that happen? It doesn't. I spent less than 10' finding out that registered Dems cannot vote in a Republican primary. Where did you get your information?;negative;0.9602455496788025
"We need to get rid of cluess ""sue new hoo"" in NH";negative;0.656915545463562
#Trump2024ToSaveAmerica #CleanTheSwamp #NikkiHaleyIsADemocratPlant #StopTheHateAgainstAmericansVoteTrump;positive;0.5592632293701172
TRUMP 2024;positive;0.6117964386940002
He got new teeth? or is it he just discovered a toothbrush?;negative;0.5581336617469788
It was rigged!!! Fake voter's!!! Voting machines rigged by the chinese!!!!! Wheelbarrows full of Trump votes put in!!!! Demand a recount!!!! Threaten the workers and their families!!! And lie as much as you can!!!!. Donald J Trump. 2020.;negative;0.9875735640525818
Demacrooks…;positive;0.6678730249404907
Canadians for Trump 2024!;positive;0.6169691681861877
70 percent of Americans dont want to see trump or biden on the ticket.. the illusion of choice.;negative;0.7286494970321655
Very ironic that Trump should be criticising Haley that for appearing on stage thinking she had won the Iowa and NH primaries (of course she never said so during her speeches) when he himself openly claimed (and stil claims) that he won the 2020 Presidential election that he lost the electoral vote by 306 to 232.;negative;0.8604798316955566
Nikki Haley why don't you run as an independent and get Chris Christie is your vice president.;negative;0.7832126021385193
I'd never vote for Nikki Haley. I'm only voting for Trump.;negative;0.9593421816825867
How can such a small non contributing to the economy state like nh make such a difference in elections?😂;negative;0.8954618573188782
We all already know Trump is winning. People can just stop running.;negative;0.5379428863525391
Trump 2024🎉  USA 🇺🇸;positive;0.6035533547401428
thing is ... she's still far ahead of him BECAUSE SHE'S NOT THE FELONY CRIMINAL DEFENDANT WHO'S OUT ON BAIL FACING PRISON;positive;0.6051402688026428
Crazy;positive;0.7251965403556824
"Trump: ""Nikki Haley won so much, she's gonna' be my next Ambassador to Cuuubaaa - Resident.""";positive;0.561715841293335
"IT WAS RIGGED !!! ITS FAKE!!! THE RESULTS ARE FAKE!!! ITS A HOAX!!! THEY'RE OUT TO GET US!!! IT WAS STOLEN!!! 
😂😂😂💙🇺🇸💙";negative;0.9246346354484558
❤ Trump!!! Trump 2024!!;negative;0.5415565967559814
we love you;positive;0.8912807703018188
Trump he is winning;positive;0.6318999528884888
No more RHINOS, NIKKI HAS TO GO!;positive;0.9941965341567993
I am black, who am I supposed to vote for then, the racists? I have no other option than Biden.;negative;0.6977976560592651
Trump clearly lost Independents in NH which he needs to win in a general election as no one motivates Democrats to vote in massive numbers more than Trump. 66% of Haley voters said they will not vote for Trump in a general election. It's not shaping up to be a victory in the general election, look at the stats. Glad you all happy and excited to vote for the guy who can't win the general election.;negative;0.5788657069206238
Hurry up, President Trump, Tim Scott, needs to get back to his, “girlfriend “;positive;0.5052143931388855
Haley was helped by independent voters who lean Democrat in NH - plus - 4,000 Democrats who switched their party affilation to vote in the primary. They almost certainly all voted against Trump. And she still lost by double digits!;positive;0.6122716069221497
This news is completely irrelevant, since the convicted, sex offender and fail, insurrectionist ex-president will soon be bankrupted, convicted, and incarcerated, and the Republicans will again lose a presidential election, no matter who they place on the ballot… despite the tacit endorsement of Forbes…;positive;0.713137149810791
It’s in the news that 89 % republicans went for Trump, undeclared made up most of Nikis loss.;negative;0.5291292071342468
To paraphrase Chris Crispy Creme, Evil Nikki is going to get SMOKED in South Carolina!;negative;0.6599005460739136
Even with the democrats helping her  (👎🏽) she lost by double digits;negative;0.7267325520515442
Every time I hear these freaking traitors, chant USA. My stomach turns this is crazy. How are you chanting  USA when you're trying to overthrow the USA;positive;0.7999221682548523
Wait! He's telling Haley to stop acting like she won??? That's rich!;negative;0.9332391619682312
Every where India included left corrupt have to go;positive;0.5126851201057434
America being destroyed and that’s more important than Haley !  She’s a showboat hack for socialist dems and donors  . Florida 😎 Trump ! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸;negative;0.9049543142318726
His village  called they don't want him back.;negative;0.8584483861923218
"He's SO UPSET she didn't concede and kiss his ring like ALL THE OTHER LOSERS DO. IF ANYONE KNOWS ABOUT BULLSHIT, ""HE DOES!"" THAT'S ALL HE SPEWS ! ASK ANY OF HIS WIVES, OR EX  BUSINESS PARTNERS. 😂😂😂😂😂😂😂";negative;0.9609088897705078
GO TRUMMMMP;negative;0.5376856923103333
درود برسانم نیکی هلی پیراهن یقه اسگی زیبا تر میشود 🎉;positive;0.6326844692230225
Haha trump sure knows how to smack talk. Ouchies for Nikki;negative;0.5264495611190796
CONGRATULATIONS to the next PRESIDENT of the UNITED STATES: DONALD J. TRUMP!  Astonishing victory!😃;positive;0.9687663912773132
Narcissistic and mean- spirited.Where are the policies?;negative;0.9993355870246887
I love Trump just collecting his cabinet along the way.;positive;0.9457019567489624
Trump for sure 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤ from Africa Nigeria;negative;0.5710572600364685
Trump/Putin 2024;positive;0.5753256678581238
Revelations is happening.  Satan has risen;positive;0.9591423273086548
Seems Trump's problem is that about 45% of Republicans don't like him. So, just like last time he wins the GOP nomination, if his legal or age troubles allow for it, and still can't win the general election. because 100% of Democrats and half the independents won't vote for him either. The GOP needs a candidate that get's virtually all the GOP voters and more than half of the independents.;negative;0.8401180505752563
"Nikki Hayley is that old chick that thinks she looks as good as she did at 20 
Delulu all the way";positive;0.5785209536552429
As a Indian, I urge Haley to please give up and don't embarass us.;negative;0.8078335523605347
I like how the clip started after the unhinged part where Trump struggled to breathe and rambled almost incoherently about Haley and her dress. Well, you reap what you sow. I just don’t want to reap what you sow.;positive;0.5723845958709717
Oohhh baby;negative;0.5007908940315247
Yea trump 🎉;positive;0.6099945902824402
If trump barely makes it over 50% in a primary , he’ll get roasted in a general;negative;0.896412193775177
Nikki is a closeted liberal...MAGA;negative;0.8349239826202393
THE ELECTION IS RIGGED!!!!  NIKKI HALEY WAS ROBBED!!! LOL;negative;0.7840564846992493
The world is watching president Trump. Love from Portugal!!!!!;positive;0.882391095161438
Haley: I won!!! How do i know that? As an accountant i know how to fidge up numbers real good baby and i know the election numbers just need my woman accountant's touch. Hehe.;positive;0.6284186244010925
Republicans....let us think again. Do you want trump who has very little to no respect at all for rule of law, democracy and peace to lead the great america? Trump is also signalling a dictatorial leadership style...its scary......so law abiding republicans do not let trump take the party on a roller coaster ride journey through 90 plus legal charges....vote responsibly.;negative;0.8857936263084412
Сегодня говорить о выборах и ждать перемен это наивно.  Им нужна обезьяна, которая скажет мы будем и финансировать деньгами и оружием, поскольку Израиль имеет прво на самообору. Это актеры, которым отведена роль популизма лишеноного каких либо действий. Посмотрите на клоуна с бензопилой в Аргентине.;positive;0.6190121173858643
Lmao, Forbes Breaking News is a joke. Trump's win was an EPIC FAILURE;negative;0.9460446238517761
Gettm boss hog 🎉😂;positive;0.6403321027755737
Hey dumpy.yiu lost big time.i know the numbers.dt again. You lost u lost  u lost. U lost.;negative;0.8310425877571106
Blacks for Trump! 2024!;positive;0.5719351172447205
47th Incoming.;positive;0.6444901823997498
Damn trump destroying republican party 😂 it might be the end for them;negative;0.8665705919265747
Big donors will not allow her to drop out. Puppet.;negative;0.8404558300971985
I don’t get angry. I get even;positive;0.7957426309585571
Out okok;negative;0.6121533513069153
"""The woman with the fancy dress?"" says the guy with the stinky diapers?";negative;0.808040976524353
Nikki Haley is a flip flopper and that is a fact;negative;0.6599134802818298
Thanks.be to God. ❤❤❤ congrats;positive;0.7695810198783875
American people know who nickie is lol;positive;0.5381945967674255
The irony and delusional of Trump calling out Haley for taking a victory lap, while on the same speech, still claiming he's won 2020. And his disciples too clueless to notice.;negative;0.9839353561401367
Trump got 11 Delegates, Haley got 8 Delegates. Trump's Lies and Crimes costing him Thousands of Concerned GOP Voters. Lock him Up! Vote Haley!;negative;0.7081032991409302
"As for Trump, he should be ashamed of himself for acting like a poor sport in criticizing Nikki Haley for staying on in the Republican nomination race.

That poor sportsmanship shows why Trump is not fit to be President.";negative;0.9868820309638977
This is fantastic news to see our real President Trump being presidential and fully in control. Good luck America, you know Donald Trump is the one and only one to Make America Great Again.;positive;0.9664842486381531
Trump 2024!!!;negative;0.5110973715782166
If joe Biden can’t win the military industrial complex  and the democrats with settle for Nikki Haley  she part of the  same circle  she sings from the same him  sheet/song  she gw bush in lips and heal s she part of the  Democrat/rep war monging   Establishment;negative;0.7277081608772278
All illegal immigrants will be voting against Trump because comunists (DemoRats) use to provide fake id registrations for voting.;negative;0.9609017372131348
Nikki, you never stood a chance against Trump;negative;0.855298638343811
Trump is the evil Putin's only hope he can't wait for Trump to become president again he knows Trump will help to make Russia 🇷🇺 great again 🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺💙💙;positive;0.7330376505851746
"#MAGA
LETS GO BRANDON!";positive;0.6857573986053467
She is losing in her own State S.carolina;negative;0.6381331086158752
He should do a show comedy act in Vegas;negative;0.5040327906608582
Go Trump! Woooooooooooo;negative;0.6405406594276428
I have to admit, US politics is a lot more fun with Trump! And look at him, so much more energetic than sleepy joe 😂;positive;0.9511553645133972
Kikki Haley is a puppet of the WEF inside the republican party 😮;negative;0.7613821029663086
Soon, all of them will be kissing his fat behind to get employed if indeed his wins.... the world minus Hungary, North Korea, and Putin. Will be very concerned for the future of America .;positive;0.5999724864959717
lets hope supreme court makes sure that Trump cant run, because if he can and should win we will end up in third world war, and it might be the end to everything. If you dont belive me all you need to do is to check what are Russia doing if they win in Ukraine, then they are aiming for Poland and that is a NATO country.;negative;0.8185411095619202
Haley was funded by billionaire Democrat donors in the NH primary. Haley received 70% of her votes from Democrats. Haley will never drop out even after she loses her home state of SC. Haley knows the fix is in and she'll become the nominee just as Hillary Rodham Clinton did. Haley is the chosen one by the military industrial complex. If no one believes this, ask Alexander Soros why he insinuated on X  that he would pay to have Trump taken out. The tweet was removed yesterday due to threatened violence.;negative;0.662372887134552
Tim Scott is the worst looser;negative;0.9402753114700317
"""I don't get angry, I get even"". Trump I'm holding you to your word!";positive;0.7803860306739807
Yeah Insurrectionist, you think your winning.  Keep losing those court battles and you'll be iff the ticket in more states.  DONT VOTE FOR THE CON;negative;0.6246150732040405
I love this guy😊;positive;0.9847465753555298
"We need a Mr. Trump in Western Europe! ...A true American patriot and for Western values!
...... Current statistics: If Hungary takes in 1 refugee, Austria takes in 2,000. So 2000 times more. There is an outcry among the Austrian population. There is a Commissioner for Migration/Home Affairs in the EU Parliament named Ylva Johansson, but what use is she? -> Former communist: In the 1988 parliamentary elections, Johansson was elected as a member of the Swedish Riksdag for the Left Party – Communists (VPK). She later left the party and joined the Social Democrats. .... Her hobby is knitting. ……. 
GENEVA 14 Sep 2023  EU Home Affairs Commissioner Ylva Johansson was filmed knitting during EU Commission President Ursula von der Leyen's annual State of the Union address, making headlines.";negative;0.6495522856712341
"We need a Mr. Trump in Western Europe! ...A true American patriot and for Western values!
...... Current statistics: If Hungary takes in 1 refugee, Austria takes in 2,000. So 2000 times more. There is an outcry among the Austrian population. There is a Commissioner for Migration/Home Affairs in the EU Parliament named Ylva Johansson, but what use is she? -> Former communist: In the 1988 parliamentary elections, Johansson was elected as a member of the Swedish Riksdag for the Left Party – Communists (VPK). She later left the party and joined the Social Democrats. .... Her hobby is knitting. ……. 
GENEVA 14 Sep 2023  EU Home Affairs Commissioner Ylva Johansson was filmed knitting during EU Commission President Ursula von der Leyen's annual State of the Union address, making headlines.";positive;0.6627386808395386
"Dont believe all the democrats voted for Haley cause they are tired of Biden and they THINK she woild have provided change but she didnt win she LOST.  

Winners are not allowed to let losers tell lies.";negative;0.9469479918479919
Good let Trump win so we can vote against him again in 2024 then maybe this fool will go away;negative;0.7650119066238403
Whose side is Forbes on?;negative;0.6050575971603394
"Tim ""Sambo"" Scott.";positive;0.6592010259628296
Tim Scott is always Channeling his inner Amos&Andy.;positive;0.976462185382843
By staying in the race Hayley is a traitor to her party and worse still to the American people!;negative;0.9447579383850098
It’s cute but he’s still gonna lose;negative;0.5502421855926514
Hooray for Trump! 🎉🎉 Australia needs a Trump!;positive;0.9549992084503174
Trump 2024 !!!;negative;0.5110973715782166
Just like you in the last election, you didn't win, Joe Biden did!  Bahahahahahahaha;positive;0.6239578127861023
🐤🧠;positive;0.5573181509971619
Doesn’t matter how hard he do and how much we love him but the end he may not win because the Democrats they steal the ballots again it sad for our country because China behind.  He won the people but he can’t win the evils;negative;0.5087693929672241
3 party system, self sufficient, needy and greedy. The gloves need to come off, Trump will do that for the builders and the destroyers are terrified.;negative;0.9538601040840149
Nikki hillary thinks she won 😂😂😂😂😂😂;negative;0.5559064745903015
Nikki should run for the queen of davos or england or the united nations.;negative;0.8086003661155701
Trump is the only one who can save America;positive;0.5521398782730103
She won the on truthfulness;positive;0.7463255524635315
Shes a well known warmonger;positive;0.8955652117729187
Con man dtrump,   mob man;negative;0.563988447189331
Are the de.s also doin elections now?;negative;0.5976148843765259
Bill Stepien, Trump’s own campaign manager testified under oath that DT’s claimed of election fraud are “neither honest nor professional.”;negative;0.9107485413551331
Ain't that the pot calling the kettle a crackhead;negative;0.9261868596076965
Don’t worry folks! Poor Nikki. 😔 She simply needs a lil time to practice her curtesy before she’s forced to surrender to her grand wizard in a day or two! 🤷‍♀️;positive;0.5552902817726135
It was like a drag race hey Haley you came in second 😂😂😂;positive;0.8297704458236694
1000th comment.;positive;0.8043996095657349
USA !  USA. !;positive;0.6714028120040894
All I see is crazy Tim Scott.;negative;0.5370665192604065
Why is Hayley running for the Republicans, she is clearly an establishment socialist, very odd.;negative;0.9611523747444153
SUPPOSEDLY HE DID NOT WIN EITHER.  BIDEN WON VIA WRITE IN ON BALLOT.....;negative;0.9019277095794678
Go Trump go;negative;0.5037397146224976
President Trump sounded petty and while he may be ahead now, but he is going to need a mix of voters who are not typical Trump voters.  Many women don’t like Trump because of this exact thing.  Following his comments both Kelly Ann Conway and Shawn Hannity said he missed an opportunity to run against Biden.  In fact, Trump elevated Gov Nikki by his rude and unnecessary comments.  I still am not convinced that the DNC will select Biden as their comment.  They always play the long game.  It is not inconceivable that at the last minute they will pick Michelle Obama “when they go low we go high”, and Trump will lose.  We cannot afford to have that happen!  I agree with Trump when he says if we lose, we are going to lose our country.  Every time he does great, he shoots himself in the foot.  Stop now!  Mr President, they HAVE weaponized the enforcement agencies and the courts, and the way you have been harassed throughout your presidency is abominable.  Don’t let them win now.  Be presidential!  Statesmen and Christians don’t act the way you did tonight.  This behavior is beneath you.  Thank you for being brave, for your fortitude in the face of overwhelming odds against you personally.  I am praying for you, your family, your safety.  Don’t blow it now.;negative;0.7806141972541809
President Trump sounded petty and while he may be ahead now, but he is going to need a mix of voters who are not typical Trump voters.  Many women don’t like Trump because of this exact thing.  Following his comments both Kelly Ann Conway and Shawn Hannity said he missed an opportunity to run against Biden.  In fact, Trump elevated Gov Nikki by his rude and unnecessary comments.  I still am not convinced that the DNC will select Biden as their comment.  They always play the long game.  It is not inconceivable that at the last minute they will pick Michelle Obama “when they go low we go high”, and Trump will lose.  We cannot afford to have that happen!  I agree with Trump when he says if we lose, we are going to lose our country.  Every time he does great, he shoots himself in the foot.  Stop now!  Mr President, they HAVE weaponized the enforcement agencies and the courts, and the way you have been harassed throughout your presidency is abominable.  Don’t let them win now.  Be presidential!  Statesmen and Christians don’t act the way you did tonight.  This behavior is beneath you.  Thank you for being brave, for your fortitude in the face of overwhelming odds against you personally.  I am praying for you, your family, your safety.  Don’t blow it now.;negative;0.8168786764144897
President Trump sounded petty and while he may be ahead now, but he is going to need a mix of voters who are not typical Trump voters.  Many women don’t like Trump because of this exact thing.  Following his comments both Kelly Ann Conway and Shawn Hannity said he missed an opportunity to run against Biden.  In fact, Trump elevated Gov Nikki by his rude and unnecessary comments.  I still am not convinced that the DNC will select Biden as their comment.  They always play the long game.  It is not inconceivable that at the last minute they will pick Michelle Obama “when they go low we go high”, and Trump will lose.  We cannot afford to have that happen!  I agree with Trump when he says if we lose, we are going to lose our country.  Every time he does great, he shoots himself in the foot.  Stop now!  Mr President, they HAVE weaponized the enforcement agencies and the courts, and the way you have been harassed throughout your presidency is abominable.  Don’t let them win now.  Be presidential!  Statesmen and Christians don’t act the way you did tonight.  This behavior is beneath you.  Thank you for being brave, for your fortitude in the face of overwhelming odds against you personally.  I am praying for you, your family, your safety.  Don’t blow it now.;negative;0.877289891242981
He literally stormed you capitol and you vote for him. This is insane.;negative;0.6635041832923889
Delicious;positive;0.9870004057884216
U know I’ve never beeen too political in my whole life but I hope the right wins everything this year . Trump 2024 . I’m all the way right and all the way trump for this country . Jesus commander he is .;positive;0.7473961114883423
Na na na na, na na na na, hey hey hey, goodbye.;negative;0.7239453792572021
Trump is a total nut job 😂;negative;0.9849943518638611
“me me me me me me me me”…. me me me me me” “I’m so great”… “me me me me me” … “did I mention I was great?” -Trump 😂;positive;0.6365189552307129
Nikki Haley is a WAR HAWK! No war with Russia! Nikki Haley will allow open borders and she’s a liberal.;positive;0.5300375819206238
Good job Haley, you performed way better than expected.;positive;0.9734520316123962
Nikki's speech was like the team that came in second in the Super Bowl and then tried to run onto the field to collect the big trophy!;positive;0.7625434398651123
"*TRUMP 2024* 

From the UK";positive;0.6246190071105957
